year,Country Type,Country/City,"Average National Exam Score: Junior Secondary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Primary Level (out of 100, available only in district level for 2009)","Average National Exam Score: Senior Secondary Level (out of 100, available only in district level for 2009)",Education function expenditure (in IDR),Human Development Index,Monthly Per Capita Household Education Expenditure (in IDR),Net Enrollment Ratio: Junior Secondary (in %),Net Enrollment Ratio: Primary (in %),Net Enrollment Ratio: Senior Secondary (in %),Number of schools at junior secondary level,Number of schools at primary level,Number of schools at Senior Secondary level,"Number of Student: Junior Secondary Level (in number of people, 2009 data only)","Number of Student: Primary Level (in number of people, 2009 data only)","Number of Student: Senior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Junior Secondary Level (in number of people, 2009 data only)","Number of Teacher: Primary Level (in number of people, 2009 data only)","Number of Teacher: Senior Secondary Level (in number of people, 2009 data only)",Total Specific Allocation Grant for Education (in IDR Billion)
1994,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,91.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.415
2004,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,66.1736899999999,6453.0,82.31999999999991,91.91,60.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
2005,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,66.83559,0.0,0.0,0.0,0.0,12.0,82.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39
2006,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,67.7666,7385.0,74.72,93.95999999999991,44.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87
2007,Kab,Aceh Jaya,0.0,0.0,0.0,58147525223.0,68.23164,6604.0,66.83,93.79,43.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.996
2008,Kab,Aceh Jaya,0.0,0.0,0.0,68760000000.0,68.94265,0.0,68.5,93.12,53.55,17.0,64.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.207
2009,Kab,Aceh Jaya,76.02417,65.12772,69.72745,89994981339.0,0.0,18990.0,73.58,97.58,55.12,0.0,0.0,0.0,2014.0,9328.0,1444.0,39.0,154.0,38.0,12.207
2010,Kab,Aceh Jaya,0.0,0.0,0.0,85547453533.0,0.0,8056.0,76.51,94.66,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Aceh Jaya,0.0,0.0,0.0,119510545026.0,69.99,9377.0,76.09999999999991,96.06999999999991,65.49,39.0,116.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Aceh Jaya,0.0,0.0,0.0,118600000000.0,0.0,10668.0,74.54,93.28,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,71.0,9593.94,73.665871,95.107445,70.126465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,7289.86,77.68,97.36,72.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,86.57,94.9,71.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,92.3,97.67,72.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Aceh Jaya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,598.0,49.17,88.61,24.64,79.0,510.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,855.0,50.17,89.75,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,1167.0,47.71,87.89,25.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,1784.0,50.44,90.23,32.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,333.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Aceh Selatan,0.0,0.0,0.0,6566587455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,3738.0,74.19,90.79,54.78,37.0,211.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
2004,Kab,Aceh Selatan,0.0,0.0,0.0,81281470216.0,66.88849,3887.0,75.09999999999991,91.06,62.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
2005,Kab,Aceh Selatan,0.0,0.0,0.0,69282315886.0,67.7424,0.0,0.0,0.0,0.0,43.0,223.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91
2006,Kab,Aceh Selatan,0.0,0.0,0.0,86381160062.0,68.41211,6015.0,70.38,92.51,57.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63
2007,Kab,Aceh Selatan,0.0,0.0,0.0,122081357072.0,68.86731,6332.0,81.02,94.59,66.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.027000000000001
2008,Kab,Aceh Selatan,0.0,0.0,0.0,127700000000.0,69.17833,0.0,79.42,96.09,71.75,31.0,128.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,14.199000000000002
2009,Kab,Aceh Selatan,68.63535,64.28478,70.49536999999991,156362873200.0,0.0,23974.0,83.56,91.06,51.74,0.0,0.0,0.0,4779.0,24459.0,4885.0,533.0,1780.0,427.0,14.199000000000002
2010,Kab,Aceh Selatan,0.0,0.0,0.0,189370594545.0,0.0,24982.0,75.12,98.34999999999991,59.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Aceh Selatan,0.0,0.0,0.0,226203751013.0,70.36,16387.0,69.99,91.73,62.3,64.0,232.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Aceh Selatan,0.0,0.0,0.0,260000000000.0,0.0,18173.0,69.55,94.99,64.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,71.18,16745.07,74.605728,99.209213,65.209496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,16575.5,80.02,99.67,69.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,89.61,98.83,68.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,88.14,99.07,70.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Aceh Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,230.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,126.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Aceh Singkil,0.0,0.0,0.0,13769669100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,1899.0,63.81,97.8,51.06,35.0,159.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
2004,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,65.7562,3973.0,68.25,96.29,54.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
2005,Kab,Aceh Singkil,0.0,0.0,0.0,16999885164.0,66.45496,0.0,0.0,0.0,0.0,30.0,164.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24
2006,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,67.16620999999999,8386.0,76.29,96.98,50.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52
2007,Kab,Aceh Singkil,0.0,0.0,0.0,75283749978.0,67.97205,7115.0,79.17,96.77,56.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.212
2008,Kab,Aceh Singkil,0.0,0.0,0.0,61650000000.0,68.11936999999999,0.0,83.64,97.54,62.84,14.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69
2009,Kab,Aceh Singkil,71.44083,64.76666999999999,73.48087,80323970890.0,0.0,13709.0,81.25,94.58,56.75,0.0,0.0,0.0,1229.0,17493.0,1080.0,319.0,1289.0,229.0,14.69
2010,Kab,Aceh Singkil,0.0,0.0,0.0,76839274651.0,0.0,17368.0,74.73,99.53,68.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Kab,Aceh Singkil,0.0,0.0,0.0,92243236491.0,68.98,10114.0,68.51,93.59999999999991,66.0999999999999,33.0,115.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Kab,Aceh Singkil,0.0,0.0,0.0,107400000000.0,0.0,11690.0,75.82,95.99,54.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,69.79,8389.92,85.204498,98.266129,66.40171099999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,10977.87,86.39,98.42,69.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,78.46,98.93,76.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,88.0,100.0,73.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unnamed: 45,Kab,Aceh Singkil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,Kab,Aceh Tamiang,0.0,0.0,0.0,48494797924.0,0.0,0.0,0.0,0.0,0.0,35.0,169.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515
2004,Kab,Aceh Tamiang,0.0,0.0,0.0,56496354429.0,67.26834000000001,5672.0,72.58,94.74,58.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2005,Kab,Aceh Tamiang,0.0,0.0,0.0,58061129815.0,68.30631,0.0,0.0,0.0,0.0,50.0,175.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35
2006,Kab,Aceh Tamiang,0.0,0.0,0.0,0.0,68.7336,9876.0,69.75,96.62,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04
2007,Kab,Aceh Tamiang,0.0,0.0,0.0,157346197005.0,69.17171,8237.0,79.27,97.53,57.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.718
2008,Kab,Aceh Tamiang,0.0,0.0,0.0,132200000000.0,69.8075,0.0,73.11,98.83,64.84,74.0,197.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.767999999999999
2009,Kab,Aceh Tamiang,72.55635,61.03976,74.40906,145053990827.55,0.0,28493.0,76.84999999999991,98.23,60.72,0.0,0.0,0.0,5928.0,31474.0,5465.0,802.0,1997.0,496.0,13.379000000000001
2010,Kab,Aceh Tamiang,0.0,0.0,0.0,154317708298.0,0.0,13996.0,81.62,98.13,55.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
