year,Country Type,Country/City,Agriculture function expenditure (in IDR),Capital expenditure (in IDR),Economy function expenditure (in IDR),Education function expenditure (in IDR),Environment function expenditure (in IDR),General administration function expenditure (in IDR),Goods and services expenditure (in IDR),Health function expenditure (in IDR),Household per capita expenditure (in IDR),Housing and public facilities function expenditure (in IDR),Others expenditure (in IDR),Personnel expenditure (in IDR),"Public, law and order function expenditure (in IDR)",Religious function expenditure (in IDR),Social protection function expenditure (in IDR),Total Expenditure (in IDR),Total GDP based on expenditure (in IDR Million),Tourism and culture function expenditure (in IDR)
2004,Kab,Sukoharjo,6611563742.0,29516305569.0,5326025133.0,164727018340.0,1785862357.0,98023583893.0,48711762736.0,21131060475.0,207255.0,0.0,23425046064.0,226839964910.0,0.0,0.0,1173965654.0,328493079279.0,0.0,0.0
2005,Kab,Sukoharjo,9115419969.0,31152651535.0,8460275836.0,163318247233.0,1837638423.0,92941035997.0,55295217897.0,25510111298.0,209124.0,0.0,21499683862.0,221289026242.0,0.0,0.0,1141481610.0,329236579536.0,0.0,0.0
2006,Kab,Sukoharjo,17795324202.0,75651995236.0,17049815269.0,203047674361.0,2550241853.0,153102745471.0,93512027801.0,47487558252.0,254870.0,0.0,63778488546.0,253833917070.0,0.0,0.0,1805682750.0,486776428653.0,0.0,0.0
2007,Kab,Sukoharjo,21385956728.0,123087294109.0,17658547752.0,274097036501.0,3974001511.0,191800864461.0,90520500707.0,52973067847.0,260644.0,0.0,76866242007.0,342793663926.0,5938831249.0,0.0,1977362967.0,633267700749.0,0.0,0.0
2008,Kab,Sukoharjo,22284151401.71,112595424862.0,18525231478.39,323346212612.04,5541584789.11,207476673328.06,93115729607.0,65497511825.71,0.0,0.0,74259564571.0,437152254642.0,7370303359.76,0.0,2398813715.73,829944507172.0,0.0,0.0
2009,Kab,Sukoharjo,18626780000.0,88776583802.0,13379361000.0,396208313000.0,3318200000.0,182096282000.0,84623575118.0,70805022000.0,384101.0,0.0,110479311528.0,484213616245.0,6834745000.0,0.0,8031918000.0,768093086693.0,0.0,0.0
2010,Kab,Sukoharjo,0.0,62128063880.0,0.0,0.0,0.0,0.0,101993517862.0,0.0,464236.0,0.0,69027784050.0,548132402704.0,0.0,0.0,0.0,781281768496.0,0.0,0.0
2011,Kab,Sukoharjo,22634321596.0,97153874221.0,15809335852.0,507801808834.0,3547542995.0,193046075783.0,151231045031.0,98069552032.0,509183.0,0.0,76404846310.0,644509090369.0,7833332212.0,0.0,7493554777.0,969298855931.0,0.0,0.0
2012,Kab,Sukoharjo,23630224763.0,233724000000.0,45734618417.0,617593453270.0,3772470696.0,224589309895.0,128704000000.0,111191901572.0,583952.0,0.0,96529000000.0,737843000000.0,10084264378.0,0.0,9483167736.0,1196800000000.0,0.0,0.0
2005,Prop.,Sulawesi Barat,1453213481.0,8876144246.0,773155250.0,754042077.0,0.0,31352684681.0,14102076439.0,613277979.0,0.0,0.0,4470183167.0,9136367357.0,0.0,0.0,0.0,36584771209.0,4422950.0,0.0
2006,Prop.,Sulawesi Barat,12346913267.0,65078946094.0,9404755565.0,9790246938.0,1645090250.0,226613379379.0,110749741667.0,1329399776.0,0.0,0.0,51298485279.0,46961388542.0,0.0,0.0,0.0,274088561582.0,5124810.0,0.0
2007,Prop.,Sulawesi Barat,22581574687.0,92488587564.0,19239640804.0,15800298829.0,4386014115.0,235784860766.0,143948315239.0,9223977649.0,256341.45,0.0,40332147567.0,87180942915.0,5590529374.0,0.0,2448000773.0,363949993285.0,6193000.0,6420350113.0
2008,Prop.,Sulawesi Barat,27208134319.68,209936687897.0,17857501735.19,16082077613.47,6642955651.32,326807180486.53,146120254328.0,10929083016.9,286644.3,0.0,55536891346.0,108595938602.0,6225338975.07,0.0,5323801876.4,520367182622.0,8297000.0,5931946563.4
2009,Prop.,Sulawesi Barat,47630532707.87,358700408349.0,21277321116.0,32816776967.0,8249645256.0,323716225671.04,198827504198.0,18384279036.0,311703.67,1243356750.0,36586461068.0,129749477014.0,8278741533.0,0.0,10192379579.0,723863850629.0,9403000.0,6494758178.09
2010,Prop.,Sulawesi Barat,50281371295.0,205063859620.0,24200699251.0,36456957549.0,5058601498.0,290845881814.0,220105790229.0,38433250212.0,404379.07,0.0,48441217831.0,134061398132.0,6964548673.0,0.0,9747949543.0,607672265812.0,10987000.0,0.0
2011,Prop.,Sulawesi Barat,69944243477.0,230691749087.0,27870442724.0,40967284257.0,2801426836.0,362074009175.0,232441664303.0,27499978006.0,446350.0,0.0,108411090730.0,159823310441.0,7087194715.0,0.0,8433763346.0,731367814561.0,12895360.0,0.0
2012,Prop.,Sulawesi Barat,96709720166.0,135387000000.0,36676083126.0,45917790294.0,6373439616.0,496458123593.0,328893000000.0,35809419138.0,431036.0,4772262525.0,201476607830.0,202376392170.0,7469163474.0,0.0,13904381316.0,868133000000.0,0.0,4859775506.0
2001,Prop.,Sulawesi Selatan,40734990818.0,67397594522.0,73177447271.0,33863610652.0,3328212174.0,197463025882.0,138005922728.0,50090036596.0,131094.36,5035631408.0,75693383747.0,227274293682.0,908704000.0,2095375000.0,9749878452.0,508371194678.0,34761992.0,5414649951.0
2002,Prop.,Sulawesi Selatan,44273475366.0,133417071754.0,91869641579.0,47531025032.0,5587130544.0,184064748672.0,250256755016.0,52142409017.0,153788.19,23052045234.0,53746732217.0,234991135517.0,92660525004.0,3038000000.0,16732949333.0,672411694504.0,38511168.0,11080268285.0
2003,Prop.,Sulawesi Selatan,51985455099.0,98823403060.0,48377101315.0,40485302977.0,37918432610.0,453427546479.0,230372092838.0,73196803048.0,196481.27,0.0,191979124733.0,300010915295.0,0.0,0.0,11957046544.0,821185535926.0,42843280.0,10280397622.0
2004,Prop.,Sulawesi Selatan,51825761458.0,113098354646.0,49912980195.0,52974658446.0,45316339900.0,541686745651.0,231258817535.0,85161145309.0,187836.38,0.0,272011410713.0,322266988506.0,0.0,0.0,12659607697.0,938635571400.0,48614180.0,0.0
2005,Prop.,Sulawesi Selatan,60176945367.0,226698396029.0,68571333745.0,59267792410.0,97693636051.0,639569538081.0,258658215882.0,107248817013.0,234147.75,0.0,353200981066.0,327394035963.0,0.0,0.0,11764687184.0,1165951628940.0,51780440.0,0.0
2006,Prop.,Sulawesi Selatan,0.0,243814137656.0,0.0,0.0,0.0,1392341272557.0,343237108870.0,0.0,244869.75,0.0,446644283556.0,358645742475.0,0.0,0.0,0.0,1392341272557.0,60902824.0,0.0
2007,Prop.,Sulawesi Selatan,104786437019.0,321084680925.0,91914985627.0,78206253031.0,74287691803.0,1096138312723.0,363593280295.0,136779221374.0,297251.84,0.0,722186446161.0,426902863077.0,10767375233.0,0.0,14680169271.0,1833767270458.0,69271920.0,16971274772.0
2008,Prop.,Sulawesi Selatan,124837074766.16,274807900715.0,88718333534.67,76118745861.77,68016491233.51,1295515868077.15,435654412608.0,156964647238.66,321058.4,0.0,908838212229.0,515220044797.0,11846690158.23,0.0,20114438658.65,2153420639116.0,85143184.0,18561356855.94
2009,Prop.,Sulawesi Selatan,152057060947.0,295863165687.0,100879901977.0,87930576480.0,66882036487.0,1353199287245.42,467927553833.0,184061260937.0,364824.19,0.0,781673542689.0,603196308007.0,15075593492.0,0.0,21863454623.0,2148660570216.0,99955000.0,18823738572.0
2010,Prop.,Sulawesi Selatan,0.0,303648223898.0,0.0,0.0,0.0,0.0,559961996677.0,0.0,461809.59,0.0,1000338670054.0,622210874868.0,0.0,0.0,0.0,2486159765498.0,117830000.0,0.0
2011,Prop.,Sulawesi Selatan,0.0,467685316929.0,0.0,0.0,0.0,0.0,742024939855.0,0.0,523107.0,0.0,1211265885685.0,756067167287.0,0.0,0.0,0.0,3177043309755.0,0.0,0.0
2012,Prop.,Sulawesi Selatan,228106681270.0,377152000000.0,110679708857.0,125406656249.0,19803253361.0,3140275386411.0,933866000000.0,318603231528.0,571408.0,53349530813.0,2421773000000.0,870855000000.0,37730532215.0,0.0,39175010205.0,4603646000000.0,0.0,47520229256.0
2001,Prop.,Sulawesi Tengah,20276968223.0,24439017709.0,15278068513.0,10741771928.0,2839084012.0,112000360171.0,54963649884.0,20404656422.0,125784.74,7121414869.0,42473117120.0,100284153783.0,728681000.0,1249822150.0,3705170574.0,222159938496.0,10380274.0,3651089467.0
2002,Prop.,Sulawesi Tengah,24246066025.0,21061712258.0,14868244849.0,11696671840.0,5601760504.0,144296256946.0,69694107210.0,23728267716.0,155610.66,3791574944.0,56253988937.0,118398431450.0,764927500.0,694986500.0,5292050749.0,265408239855.0,11793833.0,5566660427.0
2003,Prop.,Sulawesi Tengah,35202615522.0,42158116016.0,18500322224.0,21000932816.0,2100556109.0,208578551424.0,121424331054.0,30579529471.0,178991.61,37199375933.0,61106376926.0,140083268826.0,0.0,0.0,5583494494.0,364772092822.0,13023148.0,0.0
2004,Prop.,Sulawesi Tengah,41828855622.0,44371989093.0,21954609754.0,24153649169.0,2672392081.0,238881009254.0,136416047664.0,34948726697.0,188192.94,0.0,75619348308.0,160729334223.0,0.0,0.0,6026048443.0,417136719288.0,14659017.0,0.0
2005,Prop.,Sulawesi Tengah,42359477073.0,44244136792.0,24667599003.0,36047180064.0,3004623869.0,254908009219.0,149674292509.0,38547366563.0,213989.61,0.0,104233618081.0,159537938430.0,0.0,0.0,6949514381.0,457689985811.0,17116580.0,0.0
2006,Prop.,Sulawesi Tengah,59112101411.0,80957260062.0,31635355777.0,51473343457.0,3578554744.0,356152747727.0,221062308405.0,57524476422.0,258620.53,0.0,139379044239.0,211533354808.0,0.0,0.0,9408885117.0,652931967514.0,19310250.0,0.0
2007,Prop.,Sulawesi Tengah,58680820017.0,119771280210.0,33663117298.0,43638546420.0,3748327647.0,369663482629.0,191161908143.0,62149885645.0,281734.36,0.0,146272822599.0,243472377578.0,11961914856.0,0.0,8939643230.0,700678388530.0,22758000.0,16571604311.0
2008,Prop.,Sulawesi Tengah,75825640134.1,202669581134.0,48639882803.08,67023973265.89,3456104924.51,449178772508.45,289492028531.0,77051177249.0,319651.43,0.0,189106592494.0,273465433734.0,13782812454.47,0.0,9438617475.36,1089989657718.0,28157000.0,14496084801.8
2009,Prop.,Sulawesi Tengah,82943708476.0,211815230614.0,46231308401.0,90856312248.0,4597855498.0,454794765203.16,321410524953.0,104334417919.84,373665.68,0.0,208711675831.0,317617417515.0,10427195822.0,0.0,19043349962.0,1059554848913.0,31752000.0,16124934580.0
2010,Prop.,Sulawesi Tengah,0.0,203792300548.0,0.0,0.0,0.0,0.0,359558244786.0,0.0,451174.01,0.0,213493183432.0,350412992343.0,0.0,0.0,0.0,1127256721109.0,36124000.0,0.0
2011,Prop.,Sulawesi Tengah,129036863788.0,208496794160.0,55953770475.0,91626078220.0,10532163836.0,719797354457.0,444210633421.0,176834769401.0,534517.0,0.0,368864142386.0,404510763740.0,9993497560.0,0.0,20496249581.0,1426082333706.0,44319000.0,20269835321.0
2012,Prop.,Sulawesi Tengah,227895897354.0,324862000000.0,78679478805.0,108546944839.0,13215971353.0,1009679497190.0,612619000000.0,191764871356.0,590506.0,0.0,621534000000.0,454005000000.0,11281386839.0,0.0,26658980999.0,2013020000000.0,0.0,27017144026.0
2001,Prop.,Sulawesi Tenggara,26151036870.0,19832885089.0,15779027735.0,13330625544.0,4101123633.0,65972600851.0,39296634939.0,21775557992.0,113820.02,689370000.0,16035368889.0,103537293130.0,220723050.0,1235000000.0,271905000.0,178702182047.0,6864340.0,1300644919.0
2002,Prop.,Sulawesi Tenggara,21457043540.0,41009959510.0,19378226557.0,13526487735.0,6418825654.0,112873553264.0,66005149857.0,19922809785.0,149343.86,3701354500.0,40609269569.0,103535179377.0,2118558562.0,4610810000.0,3311181448.0,251159558313.0,8043486.0,2015071903.0
2003,Prop.,Sulawesi Tenggara,28723899624.0,92772587107.0,32815526638.0,22161282743.0,2068979351.0,162224323314.0,64912801414.0,21977914220.0,182883.89,60279554800.0,28060779318.0,166062404089.0,0.0,0.0,4429545868.0,351808571927.0,8908781.0,2374372077.0
2005,Prop.,Sulawesi Tenggara,29248009163.0,75617491928.0,21802726879.0,18143218438.0,2272122286.0,188894889165.0,80613509270.0,28781837742.0,186271.27,0.0,47516886354.0,169640013559.0,0.0,0.0,5375697591.0,373387901111.0,12981047.0,2291799328.0
2006,Prop.,Sulawesi Tenggara,39320167117.0,153132096516.0,34821206723.0,24142486938.0,2857948666.0,262794951690.0,170574137405.0,36455225705.0,204978.59,116263193127.0,56340218537.0,181151839178.0,0.0,0.0,6851108773.0,561198291636.0,15270351.0,3639473348.0
2007,Prop.,Sulawesi Tenggara,57901313749.0,173229736014.0,39660451273.0,48624752488.0,3780322379.0,281567079992.0,158044779986.0,45041222565.0,270227.84,0.0,79633737580.0,232351706295.0,16315905184.0,0.0,7138143866.0,643259959875.0,17953070.0,4144119890.0
2008,Prop.,Sulawesi Tenggara,77060605769.98,150462741545.0,41795012348.87,46602064036.5,3532701292.38,462771316899.33,223116229027.0,65167456415.84,274635.46,0.0,226795483327.0,298504227031.0,18541523195.94,0.0,8872994835.71,908998133303.0,22203000.0,3624421285.18
2009,Prop.,Sulawesi Tenggara,106495364000.0,357335593512.0,57510683600.0,132206248200.0,3630941000.0,683388590603.0,259678027757.0,79499601900.0,327345.08,0.0,159739118211.0,407628479704.0,21225352700.0,0.0,13605030600.0,1184381219184.0,25656000.0,9897872800.0
2010,Prop.,Sulawesi Tenggara,76254122454.0,235363856993.0,43112570272.0,56055866312.0,3462598004.0,584570068544.0,228258763062.0,93880612100.0,425598.94,0.0,285617919930.0,376447410746.0,14287199724.0,0.0,14527326406.0,1125687950731.0,28369000.0,13046472368.0
2011,Prop.,Sulawesi Tenggara,0.0,341497827151.0,0.0,0.0,0.0,0.0,224565347569.0,0.0,483520.0,0.0,353604297663.0,408357227577.0,0.0,0.0,0.0,1328024699960.0,0.0,0.0
2012,Prop.,Sulawesi Tenggara,114888761103.0,204203000000.0,53730458309.0,89719498864.0,5849441247.0,1057205471420.0,275044000000.0,148939946399.0,554845.0,0.0,741839000000.0,493814000000.0,25837441248.0,0.0,20245368656.0,1714900000000.0,0.0,13524893567.0
2001,Prop.,Sulawesi Utara,17322000361.0,11048981230.0,10534632287.0,84571485997.0,1963516483.0,91777927450.0,35415657396.0,13826670943.0,172034.84,2415455972.0,33621994500.0,176377803006.0,1285286795.0,0.0,3837623028.0,256464436132.0,11715351.0,2233904651.0
2002,Prop.,Sulawesi Utara,20273421156.0,66112617454.0,23060164131.0,43677622598.0,3766812231.0,195589859422.0,89332385855.0,18035386175.0,206016.98,23628326297.0,100993757018.0,137000185917.0,3549947219.0,0.0,6237492742.0,393438946244.0,13075868.0,6643703285.0
2003,Prop.,Sulawesi Utara,25517521269.0,67136022267.0,17400985679.0,24296410868.0,10066798999.0,267417011901.0,98534256373.0,20438367590.0,259552.92,32773388333.0,81396703851.0,164619102064.0,0.0,0.0,3369397169.0,411686084555.0,14161879.0,5110201938.0
2004,Prop.,Sulawesi Utara,26828711597.0,14432180318.0,16610262380.0,20613800600.0,1486262855.0,276837440286.0,126623355259.0,20535779982.0,243337.06,20310555068.0,86083456992.0,180293475300.0,0.0,0.0,3101334657.0,407432467869.0,15727749.0,6387153825.0
2005,Prop.,Sulawesi Utara,26811208469.0,26579210074.0,17274061145.0,14222254145.0,1608900659.0,322079728256.0,132535866619.0,22741097803.0,269361.06,0.0,134153685431.0,172084457818.0,0.0,0.0,3209071315.0,465353219942.0,18763478.0,7374828946.0
2006,Prop.,Sulawesi Utara,43429295046.0,54844211555.0,27207549706.0,39260638588.0,2422122441.0,409966254063.0,177082811197.0,31467486197.0,254071.33,0.0,181438928419.0,236394241260.0,0.0,0.0,5061660070.0,649760192431.0,21216000.0,11369351589.0
2008,Prop.,Sulawesi Utara,72775349163.35,157341663572.0,41521640993.21,62722369800.83,4019330904.61,478606010387.76,184703131329.0,49814896831.4,341559.84,0.0,204226164810.0,367860791709.0,27172157362.82,0.0,8763970646.68,1028296106925.0,28698000.0,16967937755.1
2009,Prop.,Sulawesi Utara,213794414450.0,383924645173.0,112303884387.0,206203523428.0,99283111876.0,2036328804191.0,236217589758.0,183126883087.0,385041.6,0.0,221720287864.0,337594985894.0,35773357770.0,0.0,60647235626.0,1179457508689.0,33034000.0,21014700000.0
2010,Prop.,Sulawesi Utara,93958746666.0,164360062551.0,47204448843.0,97058313900.0,7114392282.0,605593589931.0,292540520099.0,65538600608.0,506633.26,0.0,303229059151.0,377293802797.0,12670695552.0,0.0,21517799833.0,1137423444598.0,36835000.0,16439428621.0
2011,Prop.,Sulawesi Utara,111770233032.0,233630332387.0,60432827837.0,108130903632.0,8449768098.0,635935908922.0,369656152477.0,90579537736.0,597388.0,0.0,258021559695.0,424556787837.0,14041605635.0,0.0,28363914048.0,1285864832396.0,41505116.0,19351294040.0
2012,Prop.,Sulawesi Utara,137505441929.0,350597000000.0,67946420313.0,124094965724.0,6695266458.0,894995960354.0,503626000000.0,100844657845.0,678480.0,0.0,479648000000.0,437245000000.0,14768489857.0,0.0,30065072894.0,1771116000000.0,0.0,22948512837.0
2001,Prop.,Sumatera Barat,24054829041.0,59265899205.0,13887036022.0,20699796276.0,1971176464.0,213521686591.0,106961944252.0,41211492228.0,155123.92,4210620303.0,52241232352.0,171260372275.0,645938050.0,10216364522.0,149751563.0,389729448084.0,26154134.0,4778688025.0
2002,Prop.,Sumatera Barat,32729242707.0,60347848578.0,29940429225.0,26017554054.0,2177907760.0,204812486253.0,131033806978.0,70033978823.0,194735.19,39473731856.0,92009330432.0,168882183770.0,4348371087.0,3397196433.0,1759145475.0,452273169758.0,29899130.0,9724245699.0
2003,Prop.,Sumatera Barat,38291304771.0,71777933517.0,28062958570.0,23263670725.0,10187930630.0,306359569027.0,82207808065.0,74692875571.0,299497.0,0.0,229636499262.0,186249886963.0,0.0,0.0,6484920912.0,569872127807.0,33130684.0,7660778545.0
2004,Prop.,Sumatera Barat,45872390071.0,104950606240.0,30680894995.0,34811468021.0,17595867758.0,316367865396.0,186944323387.0,82395061212.0,324391.34,0.0,147589370261.0,213380735532.0,0.0,0.0,0.0,652865035420.0,37358644.0,9831481081.0
2005,Prop.,Sumatera Barat,49717657551.0,111171883368.0,30772498926.0,37422919474.0,19003683995.0,379777155022.0,210874761516.0,90891038296.0,289484.72,0.0,198331666602.0,225170326119.0,0.0,0.0,14682913236.0,745548637605.0,44674572.0,0.0
2006,Prop.,Sumatera Barat,54031751431.0,210126555347.0,33795101534.0,122066364829.0,49873171928.0,413636407923.0,250239997046.0,109233751705.0,332796.03,0.0,214194189724.0,285528914611.0,0.0,0.0,18917406551.0,960089656728.0,53029588.0,0.0
2007,Prop.,Sumatera Barat,42671506566.0,254401539580.0,38749745656.0,73287654103.0,15412143103.0,222734167149.0,206364194033.0,129040506195.0,382815.67,22591239085.0,0.0,378232439279.0,9421722246.0,0.0,22553409087.0,838998172892.0,59799048.0,21089082230.0
2008,Prop.,Sumatera Barat,87497541883.93,362102929729.0,58681418312.8,168898132011.25,25214109074.69,725894639562.47,313735521637.0,176131690982.8,402002.41,302331027.67,539149681883.0,422712355345.0,11479625291.66,0.0,27793474908.57,2141789676969.0,70954512.0,35010525983.28
2009,Prop.,Sumatera Barat,102677035053.0,502474142811.0,73147336978.0,170885568646.0,15603606038.0,697381805463.0,359446049916.0,198498787011.0,456111.07,275000000.0,373582324653.0,472455474470.0,12551099560.0,0.0,32040470237.0,1707957991850.0,76752936.0,37342173693.0
2010,Prop.,Sumatera Barat,96092713034.0,583067564069.0,60864399549.0,192445592456.0,307777821843.0,882512581717.0,545847299549.0,192400483000.0,531873.58,358950425.0,578905003772.0,531933623931.0,14594308100.0,0.0,39654797891.0,2239753491321.0,87221248.0,31688239664.0
2011,Prop.,Sumatera Barat,145919730232.0,525003079290.0,71777955524.0,116107419036.0,14438426588.0,977490819250.0,440338588880.0,230782017949.0,613443.0,1025891600.0,597414333520.0,570200521725.0,16409720046.0,0.0,46611507102.0,2132956523415.0,0.0,30289377512.0
2012,Prop.,Sumatera Barat,191666627173.0,645614000000.0,80587241640.0,126478547371.0,20433616542.0,1437447247009.0,606885000000.0,306393249759.0,696417.0,55699995896.0,1070176000000.0,641907000000.0,17724189810.0,0.0,51263296134.0,2964582000000.0,0.0,38558768812.0
2001,Prop.,Sumatera Selatan,34120201399.0,128214784491.0,26346184608.0,36381846701.0,3957612031.0,246294391676.0,146959733879.0,40505914164.0,123519.85,1351931750.0,124655259345.0,170055582365.0,233331450.0,6469544534.0,9994171751.0,569885360079.0,47100292.0,4625863135.0
2002,Prop.,Sumatera Selatan,39855508237.0,163430437418.0,37451536607.0,39508199081.0,3024865254.0,318576893599.0,150565903439.0,33444322038.0,154666.98,9650548375.0,213367499296.0,164795919901.0,1127688600.0,7317224160.0,12564931821.0,692159760054.0,49500160.0,7322049339.0
2003,Prop.,Sumatera Selatan,35723944046.0,229406047291.0,65425708214.0,69843704206.0,2844053913.0,279506403959.0,227499872693.0,38979360024.0,178860.28,2554425360.0,159521167860.0,195747593625.0,79924246361.0,0.0,7532557250.0,812174681469.0,55938676.0,8770946252.0
2004,Prop.,Sumatera Selatan,47460477698.0,472133116866.0,32747195114.0,101518382160.0,3510887243.0,433589044350.0,225477568372.0,45978689787.0,185338.66,0.0,226357060844.0,216819653966.0,0.0,0.0,12138327554.0,1140787400047.0,64319376.0,6955133646.0
2005,Prop.,Sumatera Selatan,48369717112.0,283535419568.0,26382777500.0,94260227045.0,2933723450.0,596737499578.0,213768275792.0,33461966187.0,204777.98,0.0,391138206184.0,208976052896.0,0.0,0.0,11675538258.0,1097417954440.0,81531504.0,8613940433.0
2006,Prop.,Sumatera Selatan,77674084986.0,745496626368.0,45073978707.0,165097792743.0,3900636189.0,664367870068.0,322186639367.0,63195500266.0,242468.52,0.0,360989200384.0,312914733201.0,0.0,0.0,15454731706.0,1741587199321.0,95928760.0,13662825425.0
2007,Prop.,Sumatera Selatan,101328190126.0,984094183161.0,58628583365.0,279761934709.0,3771466512.0,297823768940.0,362512137173.0,51336462403.0,341054.05,0.0,0.0,132109227354.0,4782225276.0,0.0,15394341201.0,1478715547688.0,109895712.0,24560092127.0
